epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,11075.2,2.8758,1.95515,0.00249,0.59935,0.32732,0.34767,0.12433,2.99163,1.70725,0.0028,0.00256935,0.00085645,0.00256935,0.00085645,0.00256935,0.00085645,0.00256935,0.00085645
31,11447.7,2.84745,1.96025,0.0025,0.63763,0.2951,0.34196,0.12565,2.94443,1.78741,0.00271,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515
32,11808.5,2.85388,1.98121,0.00247,0.5663,0.33376,0.34697,0.12979,2.9304,1.70743,0.0027,0.00253965,0.00084655,0.00253965,0.00084655,0.00253965,0.00084655,0.00253965,0.00084655
33,12172.2,2.88917,1.98119,0.00247,0.57969,0.33376,0.35523,0.13745,2.90155,1.67123,0.00272,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
34,12536.6,2.86346,1.94869,0.00243,0.62369,0.30969,0.34351,0.13363,2.96431,1.68019,0.00271,0.00250995,0.00083665,0.00250995,0.00083665,0.00250995,0.00083665,0.00250995,0.00083665
35,12893.1,2.86358,1.89809,0.00247,0.61171,0.33892,0.36575,0.13438,3.00651,1.66692,0.00273,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317
36,13264.9,2.83148,1.92666,0.00245,0.55848,0.35954,0.36108,0.13203,2.97432,1.64131,0.00276,0.00248025,0.00082675,0.00248025,0.00082675,0.00248025,0.00082675,0.00248025,0.00082675
37,13631.1,2.8459,1.93141,0.00241,0.58574,0.34536,0.36124,0.13749,2.95727,1.65057,0.00266,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
38,13995,2.81468,1.91274,0.00238,0.60981,0.35052,0.3639,0.13276,2.92178,1.66742,0.00271,0.00245055,0.00081685,0.00245055,0.00081685,0.00245055,0.00081685,0.00245055,0.00081685
39,14363,2.82462,1.90909,0.00238,0.57049,0.33247,0.34802,0.12852,2.88272,1.70045,0.00263,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119
40,14716.5,2.81424,1.88498,0.00238,0.59446,0.33892,0.35605,0.13722,2.92157,1.65685,0.00264,0.00242085,0.00080695,0.00242085,0.00080695,0.00242085,0.00080695,0.00242085,0.00080695
41,15050.8,2.80809,1.87182,0.00236,0.66314,0.32603,0.36776,0.14012,2.92955,1.62107,0.00265,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
42,15393.5,2.83356,1.92276,0.00238,0.57797,0.34923,0.36224,0.13906,2.95262,1.64898,0.00263,0.00239115,0.00079705,0.00239115,0.00079705,0.00239115,0.00079705,0.00239115,0.00079705
43,15761.3,2.79268,1.86933,0.00235,0.58627,0.34923,0.36992,0.14022,2.92947,1.63959,0.00261,0.0023763,0.0007921,0.0023763,0.0007921,0.0023763,0.0007921,0.0023763,0.0007921
44,16122.2,2.80748,1.88577,0.00237,0.59964,0.35309,0.37841,0.14288,2.89458,1.61915,0.00259,0.00236145,0.00078715,0.00236145,0.00078715,0.00236145,0.00078715,0.00236145,0.00078715
45,16492.2,2.80381,1.88502,0.00239,0.58234,0.36985,0.38467,0.14393,2.87168,1.57262,0.00254,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
46,16858.2,2.82142,1.85123,0.0024,0.57706,0.34407,0.36775,0.13886,2.88269,1.62573,0.0026,0.00233175,0.00077725,0.00233175,0.00077725,0.00233175,0.00077725,0.00233175,0.00077725
47,17222.3,2.83375,1.86726,0.00237,0.6062,0.36211,0.37636,0.14275,2.9336,1.61145,0.0026,0.0023169,0.0007723,0.0023169,0.0007723,0.0023169,0.0007723,0.0023169,0.0007723
48,17585.5,2.81533,1.9027,0.00234,0.57439,0.35438,0.3699,0.14706,2.88873,1.62016,0.00254,0.00230205,0.00076735,0.00230205,0.00076735,0.00230205,0.00076735,0.00230205,0.00076735
49,17950.8,2.76261,1.83964,0.00235,0.59171,0.36211,0.3871,0.14233,2.89181,1.60499,0.00255,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
50,18316.1,2.77507,1.85866,0.00234,0.5926,0.33505,0.37156,0.14008,2.92024,1.63288,0.00256,0.00227235,0.00075745,0.00227235,0.00075745,0.00227235,0.00075745,0.00227235,0.00075745
51,18678.1,2.80178,1.87711,0.00231,0.59955,0.34922,0.37267,0.13946,2.92821,1.65979,0.0026,0.0022575,0.0007525,0.0022575,0.0007525,0.0022575,0.0007525,0.0022575,0.0007525
52,19038.9,2.76637,1.84226,0.00235,0.61166,0.36333,0.38135,0.15281,2.83012,1.61949,0.0025,0.00224265,0.00074755,0.00224265,0.00074755,0.00224265,0.00074755,0.00224265,0.00074755
53,19399.4,2.75802,1.82331,0.00235,0.62329,0.35696,0.38298,0.14931,2.91609,1.61841,0.00261,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
54,19760,2.75586,1.82928,0.0023,0.62725,0.36082,0.38674,0.15192,2.85611,1.58482,0.00251,0.00221295,0.00073765,0.00221295,0.00073765,0.00221295,0.00073765,0.00221295,0.00073765
55,20121.6,2.78691,1.85164,0.00232,0.62407,0.34442,0.38646,0.15345,2.85351,1.59235,0.00254,0.0021981,0.0007327,0.0021981,0.0007327,0.0021981,0.0007327,0.0021981,0.0007327
56,20486.4,2.77436,1.88637,0.00231,0.58341,0.36598,0.39202,0.1558,2.84954,1.57781,0.00252,0.00218325,0.00072775,0.00218325,0.00072775,0.00218325,0.00072775,0.00218325,0.00072775
57,20849.2,2.77725,1.83239,0.00234,0.62169,0.38331,0.40238,0.15435,2.82725,1.58464,0.00251,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
58,21212,2.73663,1.79458,0.00231,0.6023,0.38015,0.39978,0.15651,2.80369,1.56,0.0025,0.00215355,0.00071785,0.00215355,0.00071785,0.00215355,0.00071785,0.00215355,0.00071785
59,21573.8,2.76464,1.84696,0.00232,0.62647,0.335,0.3763,0.14585,2.85379,1.60313,0.00254,0.0021387,0.0007129,0.0021387,0.0007129,0.0021387,0.0007129,0.0021387,0.0007129
60,21941.3,2.78274,1.7868,0.0023,0.58171,0.34923,0.37798,0.14448,2.84268,1.623,0.00249,0.00212385,0.00070795,0.00212385,0.00070795,0.00212385,0.00070795,0.00212385,0.00070795
61,22314.9,2.7771,1.81562,0.00226,0.58359,0.35399,0.39075,0.15254,2.82857,1.58327,0.00251,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
62,22684.7,2.76039,1.81933,0.00232,0.6083,0.36023,0.40072,0.15445,2.78846,1.55938,0.00246,0.00209415,0.00069805,0.00209415,0.00069805,0.00209415,0.00069805,0.00209415,0.00069805
63,23052.3,2.73812,1.80284,0.00229,0.618,0.37371,0.40433,0.15758,2.83068,1.55512,0.00245,0.0020793,0.0006931,0.0020793,0.0006931,0.0020793,0.0006931,0.0020793,0.0006931
64,23419.9,2.76731,1.83487,0.00227,0.6403,0.37371,0.40251,0.15626,2.79916,1.58516,0.00247,0.00206445,0.00068815,0.00206445,0.00068815,0.00206445,0.00068815,0.00206445,0.00068815
