epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
46,2087.04,2.30155,2.36486,0.00867,0.65811,0.50442,0.54485,0.24545,2.06263,1.78748,0.00958,0.000165135,5.5045e-05,0.000165135,5.5045e-05,0.000165135,5.5045e-05,0.000165135,5.5045e-05
47,2131.12,2.30589,2.40612,0.0087,0.6414,0.50648,0.54119,0.24292,2.07704,1.78273,0.00971,0.000162138,5.4046e-05,0.000162138,5.4046e-05,0.000162138,5.4046e-05,0.000162138,5.4046e-05
48,2175.07,2.30751,2.3632,0.0084,0.64938,0.50561,0.5415,0.24081,2.07987,1.78995,0.0098,0.000159141,5.3047e-05,0.000159141,5.3047e-05,0.000159141,5.3047e-05,0.000159141,5.3047e-05
49,2219.07,2.30653,2.35634,0.00866,0.65114,0.51683,0.54711,0.24618,2.06883,1.76939,0.00969,0.000156144,5.2048e-05,0.000156144,5.2048e-05,0.000156144,5.2048e-05,0.000156144,5.2048e-05
50,2261.75,2.27642,2.35801,0.00843,0.65389,0.51023,0.5453,0.24426,2.06909,1.77484,0.00967,0.000153147,5.1049e-05,0.000153147,5.1049e-05,0.000153147,5.1049e-05,0.000153147,5.1049e-05
51,2306.29,2.2914,2.35373,0.0087,0.66504,0.5111,0.54976,0.24709,2.06711,1.76729,0.00967,0.00015015,5.005e-05,0.00015015,5.005e-05,0.00015015,5.005e-05,0.00015015,5.005e-05
52,2349.93,2.29604,2.3772,0.00859,0.6691,0.50627,0.5528,0.24534,2.072,1.77995,0.00969,0.000147153,4.9051e-05,0.000147153,4.9051e-05,0.000147153,4.9051e-05,0.000147153,4.9051e-05
53,2392.87,2.31138,2.38378,0.00866,0.67207,0.50363,0.54712,0.24416,2.0673,1.75538,0.00962,0.000144156,4.8052e-05,0.000144156,4.8052e-05,0.000144156,4.8052e-05,0.000144156,4.8052e-05
54,2435.3,2.29458,2.37334,0.00854,0.6658,0.50957,0.55131,0.24588,2.06226,1.76956,0.0096,0.000141159,4.7053e-05,0.000141159,4.7053e-05,0.000141159,4.7053e-05,0.000141159,4.7053e-05
55,2477.81,2.29657,2.36043,0.00846,0.6648,0.51023,0.54968,0.24762,2.06401,1.75821,0.0096,0.000138162,4.6054e-05,0.000138162,4.6054e-05,0.000138162,4.6054e-05,0.000138162,4.6054e-05
56,2520.28,2.27072,2.33972,0.00846,0.66715,0.50363,0.54768,0.24537,2.0747,1.75873,0.00969,0.000135165,4.5055e-05,0.000135165,4.5055e-05,0.000135165,4.5055e-05,0.000135165,4.5055e-05
